,bond_daily_return,AAPL,JNJ,PG,TSLA,NVDA,MRNA,BA,SHOP,NEM,SPG,DIS
2024-07-19,0.00016517901630885845,223.559,154.69,167.96,239.2,117.912,121.14,179.67,63.16,47.0,153.45,95.74
2024-07-22,0.0001655597088607852,223.21,154.24,168.25,251.51,123.52,122.5,178.9,62.69,47.29,157.74,94.13
2024-07-23,0.00016517901630885845,224.256,152.35,166.62,246.38,122.572,121.25,186.48,62.66,47.07,156.82,90.94
2024-07-24,0.00016632098486990543,217.808,156.28,168.0,215.99,114.232,118.19,180.07,59.27,47.7,149.89,89.8
2024-07-25,0.00016594036504535836,216.762,159.64,166.9,220.25,112.262,120.4,184.35,59.44,45.7,149.31,89.21
2024-07-26,0.00016327500779889093,217.23,160.64,169.11,219.8,113.042,122.11,186.89,59.94,46.73,152.45,89.93
2024-07-29,0.00016213216584137768,217.509,158.56,169.93,232.1,111.572,122.17,185.43,59.87,47.28,152.83,92.14
2024-07-30,0.0001613700890652492,218.067,161.33,161.7,222.62,103.714,118.84,186.86,59.2,47.41,154.81,93.79
2024-07-31,0.00015908298386113628,221.336,157.85,160.76,232.07,117.002,119.22,190.6,61.2,49.07,153.44,93.69
2024-08-01,0.00015526822224387615,217.629,160.76,165.69,216.86,109.193,94.17,178.31,58.17,49.55,153.44,93.05
2024-08-02,0.00014801009822229538,219.124,164.14,170.08,207.67,107.254,86.58,169.95,54.43,48.51,151.07,89.57
2024-08-05,0.0001472453155255682,208.569,161.25,168.06,198.88,100.434,83.75,167.03,52.26,47.03,148.05,87.78
2024-08-06,0.0001518318114617223,206.536,158.97,168.09,200.64,104.234,82.3,165.04,54.22,47.6,155.54,89.97
2024-08-07,0.00015412308123874396,209.117,158.9,170.02,191.76,98.8947,81.55,163.24,63.89,46.4,152.92,85.96
2024-08-08,0.00015526822224387615,212.595,160.22,170.87,198.84,104.954,84.32,168.87,68.55,47.71,155.16,85.96
2024-08-09,0.00015335947102901315,215.516,160.62,170.54,200.0,104.734,84.93,167.91,69.3,47.71,158.67,86.21
2024-08-12,0.0001518318114617223,217.052,159.88,166.81,197.49,109.003,81.29,164.13,68.31,48.79,153.1,85.95
2024-08-13,0.00014992141302072604,220.784,158.39,167.29,207.83,116.122,82.9,168.76,69.9,49.02,155.92,85.6
2024-08-14,0.0001491569971134865,221.233,158.48,168.8,201.38,118.062,82.25,168.5,71.59,49.14,156.82,86.3
2024-08-15,0.00015259571445547238,224.226,159.09,167.92,214.14,122.841,86.62,176.41,74.85,49.31,157.86,88.79
2024-08-16,0.0001514498050398938,225.554,159.39,167.89,216.12,124.56,86.84,179.99,74.55,50.21,156.7,89.3
2024-08-19,0.00015030356598932926,225.394,159.63,168.42,222.72,129.98,89.96,179.64,75.16,51.19,159.89,90.82
2024-08-20,0.0001487747341608614,226.013,160.16,170.41,221.1,127.23,86.94,172.1,74.87,51.45,159.4,89.74
2024-08-21,0.00014762772522214362,225.903,161.43,170.16,223.27,128.48,86.65,173.43,76.14,51.87,161.14,90.72
2024-08-22,0.00015030356598932926,224.037,162.35,170.15,210.66,123.72,81.04,172.76,74.3,51.41,162.21,89.92
2024-08-23,0.0001483924345326848,226.342,164.13,169.17,220.32,129.35,82.44,174.96,76.14,52.04,166.5,90.56
2024-08-26,0.0001487747341608614,226.681,164.61,170.35,213.21,126.44,81.66,173.48,74.95,52.26,167.36,91.78
2024-08-27,0.0001491569971134865,227.529,162.95,169.25,209.21,128.28,78.98,173.05,74.53,52.7,168.05,90.9
2024-08-28,0.00014953922339766557,225.993,163.92,169.06,205.75,125.59,78.36,170.71,72.53,51.83,167.71,89.49
2024-08-29,0.00015068568231058066,229.285,164.23,170.03,206.28,117.572,77.59,172.26,73.27,53.18,165.5,89.81
2024-08-30,0.0001522137812646207,228.497,165.86,171.54,214.11,119.352,77.4,173.74,74.07,53.39,167.35,90.38
2024-09-03,0.00014953922339766557,222.281,167.16,174.52,210.6,107.984,72.94,161.02,71.26,52.27,163.92,89.13
2024-09-04,0.0001468628691252416,220.365,167.36,175.9,219.41,106.194,72.49,163.22,70.22,51.61,165.08,89.25
2024-09-05,0.00014533271634609157,221.892,164.99,175.47,230.17,107.194,73.44,162.15,70.11,51.93,164.18,88.65
2024-09-06,0.00014495008632153805,220.335,164.38,175.59,210.73,102.814,72.89,157.62,67.01,50.34,164.5,87.94
2024-09-09,0.00014418471602728467,220.425,166.61,176.06,216.27,106.454,76.61,162.91,68.13,50.72,161.93,88.34
2024-09-10,0.0001422706468645618,219.627,167.38,177.79,226.17,108.084,79.28,160.07,68.17,51.3,163.96,88.4
2024-09-11,0.0001422706468645618,222.171,164.82,173.92,228.13,116.892,79.51,161.33,71.52,50.74,163.38,88.32
2024-09-12,0.00014341919869242936,222.281,164.64,173.47,229.81,119.132,69.68,162.77,71.31,52.88,163.74,89.3
2024-09-13,0.00014265353426012872,222.011,165.52,174.08,230.29,119.092,68.28,156.77,72.45,53.71,164.02,90.55
2024-09-16,0.00014150476167995585,215.845,166.99,177.24,226.78,116.772,69.17,155.55,73.58,53.13,164.9,91.85
2024-09-17,0.0001422706468645618,216.314,167.07,175.88,227.87,115.582,71.99,156.39,74.45,53.11,164.35,92.86
2024-09-18,0.00014418471602728467,220.205,166.15,173.92,227.2,113.362,69.86,155.11,75.22,53.06,164.35,93.58
2024-09-19,0.00014533271634609157,228.367,164.82,171.54,243.92,117.862,68.02,154.59,78.68,53.52,167.06,93.45
2024-09-20,0.00014533271634609157,227.699,164.16,174.22,238.25,115.992,65.69,153.29,78.72,54.47,166.55,93.75
2024-09-23,0.00014609786618535736,225.973,163.22,173.77,250.0,116.252,64.14,156.3,80.11,54.48,168.15,92.97
2024-09-24,0.00014571530963158885,226.871,162.78,173.24,254.27,120.862,63.94,155.81,80.33,55.85,170.11,93.69
2024-09-25,0.00014762772522214362,225.873,160.6,172.26,257.02,123.501,63.64,152.22,79.26,55.26,169.1,93.92
2024-09-26,0.00014762772522214362,227.02,161.39,173.21,254.22,124.031,63.93,154.58,80.75,55.53,166.41,95.2
2024-09-27,0.00014609786618535736,227.29,161.4,173.55,260.46,121.392,65.75,156.32,79.21,53.9,167.71,96.01
2024-09-30,0.0001483924345326848,232.488,162.06,173.2,261.63,121.432,66.84,152.04,80.14,53.45,169.02,96.19
2024-10-01,0.00014571530963158885,225.713,161.99,173.04,258.02,116.992,63.93,154.22,78.45,54.14,169.55,94.05
2024-10-02,0.00014762772522214362,226.282,161.17,171.92,249.02,118.842,63.16,152.89,79.1,54.0,168.54,94.15
2024-10-03,0.00014992141302072604,225.174,160.5,170.12,240.66,122.842,61.07,150.52,78.14,53.2,168.35,93.63
2024-10-04,0.0001548865451408421,226.302,160.29,168.88,250.08,124.911,60.2,155.0,82.43,53.34,169.58,95.15
2024-10-07,0.0001567945651683722,221.203,159.53,167.12,240.83,127.711,58.72,155.91,80.86,52.98,167.5,92.39
2024-10-08,0.00015717605956244718,225.274,159.69,168.16,244.5,132.881,58.39,154.65,82.58,52.74,167.23,92.51
2024-10-09,0.00015793893879534338,229.036,160.65,169.27,241.05,132.641,58.86,149.37,83.41,52.73,169.23,93.6
2024-10-10,0.00015908298386113628,228.537,160.51,168.95,238.77,134.801,56.83,146.62,82.71,53.4,167.83,92.99
2024-10-11,0.00015870167200104923,227.05,161.46,171.09,217.8,134.791,58.29,151.02,83.24,54.3,170.78,94.13
2024-10-15,0.0001567945651683722,233.336,164.1,173.57,219.57,131.591,57.31,152.35,81.93,55.68,174.63,94.22
2024-10-16,0.00015641303424662745,231.271,164.28,172.38,221.33,135.711,57.46,154.9,81.85,56.27,175.03,96.75
2024-10-17,0.00015908298386113628,231.64,164.47,172.28,220.89,136.921,54.82,155.31,81.63,56.5,174.35,96.54
2024-10-18,0.00015870167200104923,234.484,165.12,171.28,220.7,137.99,54.1,155.0,82.68,57.62,176.92,97.28
2024-10-21,0.00016289409689806966,235.961,162.83,169.54,218.85,143.7,53.8,159.82,82.66,57.57,174.21,96.62
2024-10-22,0.00016327500779889093,235.342,163.45,169.7,217.97,143.58,53.4,159.88,81.61,58.68,174.85,96.74
2024-10-23,0.0001647982873829168,230.253,165.86,169.58,213.65,139.55,53.39,157.06,79.66,57.74,173.82,96.24
2024-10-24,0.00016365588229105832,230.064,163.67,169.62,260.48,140.4,52.8,155.2,79.82,49.25,173.4,95.4
2024-10-25,0.00016517901630885845,230.902,160.88,168.22,269.19,141.53,53.09,155.01,79.05,48.42,170.52,95.03
2024-10-28,0.00016632098486990543,232.887,161.6,169.3,262.51,140.51,54.8,150.69,79.87,48.36,172.52,96.2
2024-10-29,0.00016632098486990543,233.157,160.09,167.17,259.52,141.24,55.22,152.98,80.39,47.8,171.98,96.13
2024-10-30,0.00016670156834108774,229.595,160.61,166.16,257.55,139.325,54.72,154.29,80.01,46.94,172.08,95.08
2024-10-31,0.00016632098486990543,225.414,159.86,165.18,249.85,132.751,54.36,149.31,78.21,45.44,169.12,96.2
2024-11-01,0.00016974492823029763,222.42,160.13,165.1,248.98,135.361,54.635,154.59,78.99,45.26,167.7,95.81
2024-11-04,0.0001674626262520018,221.522,158.24,165.08,242.84,136.041,53.54,155.07,78.44,45.76,172.16,95.79
2024-11-05,0.0001655597088607852,222.959,158.35,165.76,251.44,139.9,53.29,151.0,79.57,46.0,174.39,96.63
2024-11-06,0.00017164584848816666,222.231,157.88,161.05,288.53,145.6,51.81,147.16,81.92,44.48,173.61,98.89
2024-11-07,0.0001674626262520018,226.98,156.73,163.41,296.91,148.87,50.28,150.98,85.55,45.16,175.75,98.93
2024-11-08,0.00016708211546623275,226.711,155.47,167.71,321.22,147.62,46.83,151.68,87.12,45.04,179.02,99.02
2024-11-12,0.0001720259237441013,223.984,152.64,165.84,328.49,148.28,43.47,145.17,108.92,41.58,178.22,100.99
2024-11-13,0.00017240596275103215,224.873,153.24,166.58,330.24,146.26,42.14,139.97,115.09,41.23,179.17,102.72
2024-11-14,0.0001720259237441013,227.969,151.87,167.08,311.18,146.75,39.77,138.14,109.08,40.68,178.31,109.12
2024-11-15,0.0001720259237441013,224.753,154.0,169.54,320.72,141.97,36.85,140.19,108.49,40.93,180.27,115.08
2024-11-18,0.00017164584848816666,227.77,154.77,170.75,338.74,140.14,39.51,143.87,105.88,42.36,180.85,113.54
2024-11-19,0.00017050540515683998,228.029,153.0,170.76,346.0,147.0,37.29,145.6,104.59,43.18,181.21,112.42
2024-11-20,0.00017126573697634484,228.748,153.11,170.89,342.03,145.88,36.94,146.08,103.94,42.99,180.91,114.26
2024-11-21,0.0001720259237441013,228.269,155.5,172.75,339.64,146.66,38.25,143.41,106.48,43.32,181.8,114.72
2024-11-22,0.00017126573697634484,229.618,155.17,176.28,352.56,141.94,41.11,149.29,106.96,43.38,181.14,115.65
2024-11-25,0.00016594036504535836,232.614,155.78,177.39,338.59,136.011,43.66,153.1,111.0,42.46,180.11,116.0
2024-11-26,0.00016708211546623275,234.802,154.52,179.31,338.23,136.911,42.05,150.76,112.08,42.25,183.46,115.45
2024-11-27,0.00016517901630885845,234.672,155.4,179.36,332.89,135.331,43.39,152.4,112.54,42.04,183.75,117.6
2024-11-29,0.00016251314958126706,237.069,155.01,179.26,345.16,138.24,43.06,155.44,115.6,41.94,183.6,117.47
2024-12-02,0.00016289409689806966,239.327,154.8,179.7,357.09,138.62,44.26,156.54,112.98,40.91,181.37,117.16
2024-12-03,0.00016441752207607685,242.384,152.36,175.42,351.42,140.25,42.58,155.0,111.86,41.57,180.63,116.45
2024-12-04,0.00016289409689806966,242.743,150.47,175.11,357.93,145.13,41.63,158.28,113.43,41.41,181.51,116.99
2024-12-05,0.00016213216584137768,242.773,149.52,176.03,369.49,145.06,42.94,156.67,114.09,41.07,181.88,116.5
2024-12-06,0.0001613700890652492,242.573,149.31,173.82,389.22,142.44,44.44,153.93,118.37,41.11,183.84,116.73
2024-12-09,0.00016327500779889093,246.479,149.6,170.79,389.79,138.81,45.65,157.04,115.29,41.73,182.11,114.61
2024-12-10,0.00016403672038101114,247.498,149.23,172.28,400.99,135.07,41.51,164.1,113.45,41.49,179.23,114.73
2024-12-11,0.0001655597088607852,246.219,146.64,170.63,424.77,139.31,42.86,165.96,117.37,42.28,176.63,114.61
2024-12-12,0.0001678431007052783,247.688,146.24,170.85,418.1,137.34,42.82,167.75,115.31,41.56,177.2,114.9
2024-12-13,0.0001708855892015304,247.857,146.62,171.06,436.23,134.25,41.83,169.65,114.63,40.22,179.6,113.34
2024-12-16,0.00017050540515683998,250.764,143.85,171.14,463.02,132.0,41.84,173.17,115.94,40.08,181.93,112.11
2024-12-17,0.0001708855892015304,253.202,146.41,170.33,479.86,130.39,40.76,173.03,119.49,39.8,179.96,113.02
2024-12-18,0.00017468543594945096,247.778,144.75,169.08,440.13,128.91,38.36,172.62,109.7,37.64,171.51,111.35
2024-12-19,0.00017734317432438473,249.516,143.58,169.19,436.17,130.68,39.56,177.04,107.07,37.02,169.26,111.37
2024-12-20,0.00017544497067034648,254.211,144.47,168.06,421.06,134.7,39.39,177.35,108.95,38.28,171.61,112.03
2024-12-23,0.00017810220267189258,254.99,145.27,168.11,430.6,139.67,39.59,177.69,109.25,38.16,171.38,111.4
2024-12-24,0.00017810220267189258,257.916,145.85,168.94,462.28,140.22,40.27,179.34,110.18,38.31,173.35,112.56
2024-12-26,0.00017772270657090417,258.736,145.58,170.16,454.13,139.93,40.43,180.38,109.96,38.09,173.8,112.55
2024-12-27,0.00017924047417183786,255.309,145.05,169.53,431.66,137.01,40.13,180.72,108.18,37.84,172.01,111.55
2024-12-30,0.00017658400136788543,251.923,143.34,167.09,417.41,137.49,39.38,176.55,106.69,37.0,170.87,110.8
2024-12-31,0.00017772270657090417,250.145,144.62,167.65,403.84,134.29,41.58,177.0,106.33,37.22,172.21,111.35
